"","Combine","n"
"3247","paymentforecosystemservices",1
"3248","paymentsforecosystemservices",1
"3249","pcabiplots",1
"3250","pea",1
"3251","pear",1
"3252","pearlmillet",1
"3253","peas",1
"3254","peasantagriculture",1
"3255","peasants",1
"3256","pecannut",1
"3257","people",1
"3258","pepper",1
"3259","percapitafarmlandarea",1
"3260","perceivedclimatevariability",1
"3261","perceptionaboutclimatechange",1
"3262","perceptions",1
"3263","perennialryegrass",1
"3264","performance",1
"3265","performanceevaluation",1
"3266","performancemanagement",1
"3267","perillafrutescens",1
"3268","persianwalnut",1
"3269","peru",1
"3270","pestanddiseasemanagement",1
"3271","pestdamage",1
"3272","pesticide",1
"3273","pesticidepollution",1
"3274","pesticides",1
"3275","pesticidesresidues",1
"3276","pesticideuse",1
"3277","pestmanagement",1
"3278","ph",1
"3279","pharmacognosy",1
"3280","pharmacological",1
"3281","phenolicacids",1
"3282","phenoliccompound",1
"3283","phenolics",1
"3284","phenomics",1
"3285","pheromonecomponents",1
"3286","philippines",1
"3287","phoenix",1
"3288","phosphatase",1
"3289","phosphatases",1
"3290","phosphate",1
"3291","phosphatesolubilization",1
"3292","phosphatesolubilizers",1
"3293","phospholipid",1
"3294","phosphoruslevels",1
"3295","phosphorusoredepletion",1
"3296","photoelicitation",1
"3297","photosyntheticcharacteristic",1
"3298","phthorimaeaoperculella(zeller)",1
"3299","phylogeneticanalysis",1
"3300","phylogenetics",1
"3301","physalis",1
"3302","physicalmapping",1
"3303","physicochemicalgrainquality",1
"3304","physiologicalmodels",1
"3305","physiologicaltrait",1
"3306","physiologicraces",1
"3307","phytobiome",1
"3308","phytochemicals",1
"3309","phytochemistry",1
"3310","phytoextractsquinoa(chenopodiumquinoa)",1
"3311","phytophthora",1
"3312","phytophthoracapsici",1
"3313","phytosanitary",1
"3314","phytotoxicity",1
"3315","pigeonpea",1
"3316","pimodel",1
"3317","pimodels",1
"3318","pimpinella",1
"3319","pinusroxburghii",1
"3320","piper",1
"3321","piper(plant)",1
"3322","pisces",1
"3323","pixel",1
"3324","plansandpolicies",1
"3325","plant-microbeinteraction",1
"3326","plantations",1
"3327","plantconservation",1
"3328","plantdispersal",1
"3329","plantdna",1
"3330","plantfungusinteraction",1
"3331","plantgene",1
"3332","plantgeneticresourcesforfoodandagriculture",1
"3333","plantgrowthregulator",1
"3334","planthealth",1
"3335","plantheight",1
"3336","planthopper",1
"3337","planting",1
"3338","plantingpatterns",1
"3339","plantinteraction",1
"3340","plantleaf",1
"3341","plantmetabolism",1
"3342","plantmicrobiomevault",1
"3343","plantphysiologicalphenomena",1
"3344","plantphysiology",1
"3345","plantprotection",1
"3346","plantregeneration",1
"3347","plantresidue",1
"3348","plantroot",1
"3349","plantroots",1
"3350","plantspecies",1
"3351","plantweeds",1
"3352","plasma-activatedwaters",1
"3353","plasmaactivatedwater",1
"3354","plastid",1
"3355","plastidgenome",1
"3356","plastidphylogenomics",1
"3357","plateau",1
"3358","pokharekhola",1
"3359","poland[centraleurope]",1
"3360","policybasis",1
"3361","policyimplications",1
"3362","policyintervention",1
"3363","policyreform",1
"3364","policyreforms",1
"3365","policyscenario",1
"3366","policystrategy",1
"3367","politicalconflict",1
"3368","politicalgeography",1
"3369","politicalsystem",1
"3370","pollinationmanagement",1
"3371","pollinator",1
"3372","pollutionincidence",1
"3373","pollutionpolicy",1
"3374","populationaging",1
"3375","populationdecline",1
"3376","populationdensity",1
"3377","populationdifferentiation",1
"3378","populationgenetic",1
"3379","populationgeneticstructure",1
"3380","populationgroup",1
"3381","populationgroups",1
"3382","populationmigration",1
"3383","populationmobility",1
"3384","populationoutbreak",1
"3385","populationpressure",1
"3386","populationstatus",1
"3387","positivedeviance",1
"3388","post-crophabitat",1
"3389","post-domesticationera",1
"3390","post-harvest",1
"3391","postharvest",1
"3392","postharvestprocessing",1
"3393","potablewater",1
"3394","potatotubermoth",1
"3395","potatovarieties",1
"3396","potentialcropyield",1
"3397","potentialdistributions",1
"3398","potentialimpact",1
"3399","potentialwaterresources",1
"3400","potyviridae",1
"3401","potyvirus",1
"3402","poultryindustry",1
"3403","power",1
"3404","powerrelations",1
"3405","powerrequirement",1
"3406","powersupply",1
"3407","prchina",1
"3408","pre-breeding",1
"3409","pre-cropeffect",1
"3410","pre-harvestseeddeterioration",1
"3411","precipitation",1
"3412","precipitation(climatology)",1
"3413","precipitation(meteorology)",1
"3414","precisionfarming",1
"3415","precisionnutrientmanagement",1
"3416","predators",1
"3417","predictiveanalytics",1
"3418","preparedness",1
"3419","presentstatus",1
"3420","preservation",1
"3421","prevalence",1
"3422","pricedynamics",1
"3423","primaryhealthcare",1
"3424","primingresistance",1
"3425","privatization",1
"3426","probability",1
"3427","probe",1
"3428","probitmodel",1
"3429","problemandsolutionanalysis",1
"3430","problemsandcountermeasure",1
"3431","produce",1
"3432","productandservices",1
"3433","productiondecision-makingcontrol",1
"3434","productionenvironments",1
"3435","productionmanagementcontrol",1
"3436","productionmanager",1
"3437","productionrisk",1
"3438","productiontechnology",1
"3439","productquality",1
"3440","profits",1
"3441","programcosteffectiveness",1
"3442","programdevelopment",1
"3443","programimpact",1
"3444","projection",1
"3445","projectmanagement",1
"3446","projectofgrainforgreen",1
"3447","propensityscorematching",1
"3448","protectionofplantvariety",1
"3449","proteobacteria",1
"3450","proteomics",1
"3451","provisioningservices",1
"3452","prunus",1
"3453","psophocarpustetragonolobus",1
"3454","psychologicalaspect",1
"3455","psychologicalwell-being",1
"3456","psychology",1
"3457","psychrotolerant",1
"3458","pteridiumaquilinum",1
"3459","public-privatesectorpartnerships",1
"3460","publicandprivater&d",1
"3461","publication",1
"3462","publicvalue",1
"3463","pulsefarmers",1
"3464","pulseproductivity",1
"3465","pulses",1
"3466","punjab[india]",1
"3467","punjab[pakistan]",1
"3468","purplesoil",1
"3469","pusa",1
"3470","pvpcertificates",1
"3471","pyrolysis",1
"3472","qianjiangyue",1
"3473","qinghai",1
"3474","qtl",1
"3475","qualitativeanalysis",1
"3476","qualitativeresearch",1
"3477","qualitativetraits",1
"3478","quality",1
"3479","qualityandsafeties",1
"3480","qualitycontrol",1
"3481","qualityimprovement",1
"3482","qualityloss",1
"3483","qualityofservice",1
"3484","quantitativeevaluation",1
"3485","quantitativetraits",1
"3486","quantityloss",1
"3487","quarantinedisease",1
"3488","quercus",1
"3489","quercusgriffithii",1
"3490","questionnairesurveys",1
"3491","quinoa",1
"3492","radar",1
"3493","radiationuseefficiency",1
"3494","radiativediversification",1
"3495","rainfallerosivity",1
"3496","rainfed",1
"3497","rainfedagroecosystems",1
"3498","rainwaterharvesting",1
"3499","rajshahi",1
"3500","randomforest",1
"3501","randomforests",1
"3502","randomsample",1
"3503","rangelandpolicy",1
"3504","rangpur",1
"3505","rapeseed",1
"3506","raphanussativus",1
"3507","rapidcarbonstockappraisal",1
"3508","rapiddevelopment",1
"3509","rapidurbanizations",1
"3510","rarespecies",1
"3511","rattusrattus",1
"3512","reactiveoxygenspecies",1
"3513","recognition",1
"3514","recombination",1
"3515","recommendationsystem",1
"3516","recommendersystems",1
"3517","recreation",1
"3518","recreationalindustry",1
"3519","recreationalvalue",1
"3520","redcragvillage",1
"3521","redliststatus",1
"3522","redoxpotential",1
"3523","reducedtillage",1
"3524","redundancyanalysis(rda)",1
"3525","reflection",1
"3526","reforestation",1
"3527","reform",1
"3528","reformprocess",1
"3529","refugia",1
"3530","refugium",1
"3531","refusecollection",1
"3532","regeneration",1
"3533","regimeshift",1
"3534","regionalagriculturaldemonstration",1
"3535","regionalcultures",1
"3536","regionaldevelopment",1
"3537","regionaldevelopmentpolicy",1
"3538","regionaleconomy",1
"3539","regressioncoefficient",1
"3540","regulation",1
"3541","regulatoryframework",1
"3542","religion",1
"3543","religious",1
"3544","remediation",1
"3545","remediationtechnology",1
"3546","remoteagriculturalarea",1
"3547","remotesensingandgis",1
"3548","renewableenergyresources",1
"3549","renewableresource",1
"3550","reorganizationactions",1
"3551","research",1
"3552","researchandapplication",1
"3553","researchanddevelopment",1
"3554","researchanddevelopmentinvestment",1
"3555","researchanddevelopmentmanagement",1
"3556","researchdesigns",1
"3557","researchmethod",1
"3558","researchobject",1
"3559","researchpriority",1
"3560","residencecharacteristics",1
"3561","residents'perceptions",1
"3562","residualsoil",1
"3563","residueretention",1
"3564","resource-useefficiency",1
"3565","resourceconcentrationhypothesis",1
"3566","resourcedegradation",1
"3567","resourcemanagement",1
"3568","resourcerecycling",1
"3569","resourcescarcity",1
"3570","resourceutilizations",1
"3571","rest",1
"3572","restorationandprotection",1
"3573","retinol",1
"3574","retinoldeficiency",1
"3575","revegetation",1
"3576","reviseduniversalsoillossequation",1
"3577","reviseduniversalsoillossequations",1
"3578","rhizome",1
"3579","rhizosphereproperties",1
"3580","rhizospheresoil",1
"3581","ricardianmodel",1
"3582","rice-fishsystems",1
"3583","rice-lentilcroppingsystem",1
"3584","rice-maize",1
"3585","rice-ricesystem",1
"3586","rice-wheatcroppingsystems",1
"3587","rice-wheatsystem",1
"3588","rice–ricesystem",1
"3589","rice(oryzasatival.)",1
"3590","ricebean",1
"3591","ricebean(vignaumbellata)",1
"3592","ricebeer",1
"3593","ricefallowconditionseedtreatment",1
"3594","ricefarming",1
"3595","ricegrain",1
"3596","ricegrainarsenic",1
"3597","ricegrains",1
"3598","ricelandraces",1
"3599","ricesupplychain",1
"3600","riceterraces",1
"3601","riparianzone",1
"3602","riskaversion",1
"3603","riskfactor",1
"3604","riskmanagement",1
"3605","riskperceptions",1
"3606","ritual",1
"3607","river",1
"3608","riverwater",1
"3609","rna",1
"3610","rna-seq",1
"3611","rnrsectors",1
"3612","road",1
"3613","roadmap",1
"3614","rodent",1
"3615","rodentia",1
"3616","rodents",1
"3617","root-to-shootratio",1
"3618","rootarchitecture",1
"3619","rootexudate",1
"3620","rootinteraction",1
"3621","rootsystem",1
"3622","roottoshootratio",1
"3623","roottrait",1
"3624","rosaroxbunghii",1
"3625","rothc",1
"3626","roughlemon",1
"3627","rowspacing",1
"3628","rubberfarmer",1
"3629","rubberspecialization",1
"3630","run-off",1
"3631","runoffandsediments",1
"3632","ruralchina",1
"3633","ruralcredit",1
"3634","ruraldecline",1
"3635","ruralemployment",1
"3636","ruralfactormarkets",1
"3637","ruralhealth",1
"3638","ruralindia",1
"3639","rurallandscape",1
"3640","rurallandtransferring",1
"3641","rurallivelihoods",1
"3642","ruralmodernizationparadigm",1
"3643","ruralplanning",1
"3644","ruralrevitalisation",1
"3645","ruralrevitalization",1
"3646","ruralrevitalizationnutrients",1
"3647","ruralsociety",1
"3648","ruraltechnology",1
"3649","ruraltourism",1
"3650","ruraltransition",1
"3651","ruralwomen’sopinion",1
"3652","sacredforests",1
"3653","sacredsites",1
"3654","sales",1
"3655","saline",1
"3656","salinesoil",1
"3657","salinitytolerance",1
"3658","salutogenesis",1
"3659","sampleselectionmodels",1
"3660","samplesize",1
"3661","sampling",1
"3662","sanitary",1
"3663","sapling",1
"3664","satellitealtimetry",1
"3665","satelliteimagery",1
"3666","savethechildren",1
"3667","scaffolds",1
"3668","scaleeffects",1
"3669","scales(weighinginstruments)",1
"3670","scenarioevaluation",1
"3671","schisandra",1
"3672","schisandrasphenanthera",1
"3673","scientificinstitutions",1
"3674","scientificresearches",1
"3675","scientometricanalysis",1
"3676","scuafmodel",1
"3677","seasonalintercropping",1
"3678","seasonality",1
"3679","seawater",1
"3680","sechiumedule",1
"3681","secondarysuccession",1
"3682","secondarysuccession(community)",1
"3683","securityofdata",1
"3684","sedimentation",1
"3685","sediments",1
"3686","sedimenttransport",1
"3687","seed-savers",1
"3688","seedcleaning",1
"3689","seeddrying",1
"3690","seedexchangenetworks",1
"3691","seedfilling",1
"3692","seedfillingprocess",1
"3693","seeding",1
"3694","seedlingestablishment",1
"3695","seedlings",1
"3696","seedminerals",1
"3697","seedplottechnique",1
"3698","seedpotato",1
"3699","seedpriming",1
"3700","seedprotein",1
"3701","seedreplacementrates(srrs)",1
"3702","seedset",1
"3703","seedsystems",1
"3704","seedthreshing",1
"3705","segmentation",1
"3706","selenium",1
"3707","selenium-richgrape",1
"3708","selling",1
"3709","semiarid",1
"3710","sensor",1
"3711","sensormesh",1
"3712","sensoryappraisal",1
"3713","sensoryperception",1
"3714","sentinel-1",1
"3715","sepalphotosynthesis",1
"3716","sequence",1
"3717","sequestration",1
"3718","sequestration(chemistry)",1
"3719","sesamumindicum",1
"3720","sesframework",1
"3721","set-aside",1
"3722","set-asidepolicy",1
"3723","sewage",1
"3724","sexfactors",1
"3725","sexpheromone",1
"3726","shaanxi",1
"3727","shade",1
"3728","shan",1
"3729","shannon-weaverindex",1
"3730","shannon-wienerdiversityindex",1
"3731","shanxi",1
"3732","shellfish",1
"3733","shgs",1
"3734","shift-shareanalysis",1
"3735","shifting/jhum/slash-and-burnfarming",1
"3736","shiftingagrarianrelations",1
"3737","shiftingagriculture",1
"3738","shiftingcultivationlandscape",1
"3739","shiftingcultivations",1
"3740","shortfoodsupplychain",1
"3741","shrimpculture",1
"3742","shrubland",1
"3743","sichuanbasin",1
"3744","sikkimhimalaya",1
"3745","sikkimhimalayas",1
"3746","silkworm",1
"3747","simplesequencerepeat(ssr)",1
"3748","simpsonindex",1
"3749","simulatedrainfall",1
"3750","simulation",1
"3751","simulationanalyses",1
"3752","simultaneousequations",1
"3753","sirajganj",1
"3754","site-specificnutrientmanagement",1
"3755","skindisease",1
"3756","slopeangle",1
"3757","slopes",1
"3758","slopingagriculturallandtechnology",1
"3759","slopingcroplands",1
"3760","slopinglandconversionprogram(slcp)",1
"3761","slowfood",1
"3762","slowfooddevelopment",1
"3763","slowfoodtourism",1
"3764","small-scalefarming",1
"3765","smallandmarginalfarmers",1
"3766","smallandmedium-sizedenterprise",1
"3767","smallfamilybusiness",1
"3768","smallholder-farms",1
"3769","smallholderfarmers",1
"3770","smallscalefarmers",1
"3771","smallscalefarming",1
"3772","smallscaleindustry",1
"3773","smes",1
"3774","social-ecologicaldomain",1
"3775","social-ecologicalresilience",1
"3776","socialaspects",1
"3777","socialcommerce",1
"3778","socialdesirability",1
"3779","socialexclusion",1
"3780","socialimpact",1
"3781","socialjustice",1
"3782","socialmarketing",1
"3783","socialnetworks",1
"3784","socialpolicy",1
"3785","socialproblem",1
"3786","socialsciencescomputing",1
"3787","socialscientists",1
"3788","socialsustainableentrepreneurship",1
"3789","socialwelfare",1
"3790","socio-cultural",1
"3791","socio-ecologicalsystem",1
"3792","socio-economiccharacteristics",1
"3793","socio-economicconditions",1
"3794","socio-economicdevelopment",1
"3795","socio-economicindicators",1
"3796","socio-economicprospects",1
"3797","socio-ecotechnicalsystems",1
"3798","socio-technicalsystems",1
"3799","socioeconomicchange",1
"3800","socioeconomicdevelopment",1
"3801","socioeconomy",1
"3802","socioecotechnicalsystems",1
"3803","sodic",1
"3804","sodicity",1
"3805","sodicsoil",1
"3806","sogatellafurcifera",1
"3807","soilacidification",1
"3808","soilaggregate",1
"3809","soilaggregates",1
"3810","soilandwaterconservation",1
"3811","soilbacterialcommunity",1
"3812","soilbiodiversity",1
"3813","soilbiota",1
"3814","soilcarbonsequestration",1
"3815","soilchange",1
"3816","soilchanges",1
"3817","soilchemistry",1
"3818","soilconservationpractices",1
"3819","soildynamics",1
"3820","soilecology",1
"3821","soilemission",1
"3822","soilenzymeactivities",1
"3823","soilenzymeactivity",1
"3824","soilenzymes",1
"3825","soilfauna",1
"3826","soilfertilization",1
"3827","soilimprovement",1
"3828","soillossratio",1
"3829","soilmacrofauna",1
"3830","soilmanagement",1
"3831","soilmicrobialbiomass",1
"3832","soilmicrobialbiomasscarbons",1
"3833","soilmicroorganism",1
"3834","soilnitrogenandphosphorus",1
"3835","soilnitrogensequestration",1
"3836","soilnutrients",1
"3837","soilorganiccarbonstocks",1
"3838","soilpollutant",1
"3839","soilpollutants",1
"3840","soilproductivity",1
"3841","soilprofile",1
"3842","soilproperties",1
"3843","soilprotectionmeasures",1
"3844","soilqualityandbiota",1
"3845","soilqualityindex",1
"3846","soilredistribution",1
"3847","soilrespirationrates",1
"3848","soilsurveys",1
"3849","soiltemperature",1
"3850","soiltesting",1
"3851","soiltotalnitrogen",1
"3852","soilwatercontent",1
"3853","soilwaterstoragecharacteristics",1
"3854","solarradiationinterception",1
"3855","sordariales",1
"3856","sorghummosaicvirus",1
"3857","source-sinkrelations",1
"3858","sourcesofinformation",1
"3859","southamerica",1
"3860","southaustralia",1
"3861","southchina",1
"3862","southernchinstate",1
"3863","southwesternchina",1
"3864","sowing",1
"3865","sowingmethod",1
"3866","spa-fuzzymodel",1
"3867","space-basedradar",1
"3868","spacearrangement",1
"3869","spateirrigation",1
"3870","spatialanalysis",1
"3871","spatialandtemporalpatterns",1
"3872","spatialplanning",1
"3873","spatialtemporalpattern",1
"3874","spatialtemporals",1
"3875","spatialvariation",1
"3876","spatialweighting",1
"3877","spatio-temporaldimensions",1
"3878","specialissue",1
"3879","specialist",1
"3880","speciation",1
"3881","speciation(chemistry)",1
"3882","speciesconservation",1
"3883","speciescultivation",1
"3884","speciesdifferentiation",1
"3885","speciesdiversityindex",1
"3886","speciesevenness",1
"3887","speciesextinction",1
"3888","specieshabitat",1
"3889","spinach",1
"3890","spinaciaoleracea",1
"3891","spring",1
"3892","ssr",1
"3893","ssrs",1
"3894","stability",1
"3895","stableisotope",1
"3896","stableisotopes",1
"3897","stakeholdermanagement",1
"3898","stakeholdertheory",1
"3899","standards",1
"3900","standstructure",1
"3901","staphyleabumalda",1
"3902","state-of-theartreviews",1
"3903","stateownedenterprise",1
"3904","stateprotectedareas",1
"3905","statisticaldata",1
"3906","statisticalmeasures",1
"3907","statisticalmodel",1
"3908","steepslope",1
"3909","stochasticfrontieranalysis",1
"3910","stochasticity",1
"3911","stockandflowframework",1
"3912","stomatalconductance",1
"3913","strategicplanning",1
"3914","stratification",1
"3915","straw",1
"3916","strawmanagement",1
"3917","strawmulch",1
"3918","strawpyrolysis",1
"3919","streptomyceshydrogenansdh16",1
"3920","stress",1
"3921","stress-tolerantcultivar",1
"3922","stresstolerance",1
"3923","striptillage",1
"3924","structuralequationmodeling",1
"3925","structuralvectorautoregressionmodel",1
"3926","structure-functionperspective",1
"3927","structure–functionrelationships",1
"3928","structureanalysis",1
"3929","student",1
"3930","students",1
"3931","stunting",1
"3932","sub-saharanafrica",1
"3933","subjectivenorms",1
"3934","sublethaleffect",1
"3935","subsidies",1
"3936","subsidysystem",1
"3937","subsistencefarming",1
"3938","substitution",1
"3939","subtropicalforest",1
"3940","subtropicalregion",1
"3941","suburbanarea",1
"3942","sugar",1
"3943","sugarcane",1
"3944","sugarcaneharvesters",1
"3945","sugarcanemosaicvirus",1
"3946","sugarmetabolism",1
"3947","suidae",1
"3948","sulfurcompounds",1
"3949","sulphates",1
"3950","supermarkets",1
"3951","supervisionofagriculturalchemicalinputs",1
"3952","supply-demandperspective",1
"3953","supplychainresources",1
"3954","supplychainvisibility",1
"3955","supplysidereform",1
"3956","surfacearea",1
"3957","surfacewater",1
"3958","survivorship",1
"3959","susscrofadomestica",1
"3960","sustainabilityassessment",1
"3961","sustainabilityindicators",1
"3962","sustainabilityspace",1
"3963","sustainabilitystandard",1
"3964","sustainabilityvalues",1
"3965","sustainable",1
"3966","sustainableagricultural",1
"3967","sustainableagriculturalintensification",1
"3968","sustainableagriculturestrategy",1
"3969","sustainableagroecosystem",1
"3970","sustainablecropproduction",1
"3971","sustainablefood",1
"3972","sustainableintensificationpractices",1
"3973","sustainablelanduse",1
"3974","sustainablelivelihoodframework",1
"3975","sustainableperformance",1
"3976","sustainablephosphorusmanagement",1
"3977","sustainableregionaldevelopment",1
"3978","sustainablesociety",1
"3979","sustainabletechnologies",1
"3980","sustainableutilization",1
"3981","sustainablevalueindex",1
"3982","svarmodel",1
"3983","svarmodels",1
"3984","swat",1
"3985","swatvalley",1
"3986","sweetpotato",1
"3987","sweetsorghum",1
"3988","swertia",1
"3989","swertiachirayita",1
"3990","swidden",1
"3991","swietenia",1
"3992","swieteniamacrophylla",1
"3993","swine",1
"3994","swingpotential",1
"3995","sympatricpopulation",1
"3996","sympatricpopulations",1
"3997","synergies",1
"3998","synthesis(chemical)",1
"3999","syntheticapertureradar",1
"4000","system",1
"4001","systematicreview",1
"4002","systemdevelopment",1
"4003","systemicapproaches",1
"4004","systemofcropintensification",1
"4005","systemofriceintensification",1
"4006","systemsanalysis",1
"4007","systemsbiology",1
"4008","systemtransition",1
"4009","systemtransitions",1
"4010","t.aestivum",1
"4011","tailue",1
"4012","tajikistan",1
"4013","takhar",1
"4014","tannon",1
"4015","tanzania",1
"4016","targetrecognition",1
"4017","tartarybuckwheat(fagopyrumtataricum)",1
"4018","taxonomy",1
"4019","taxreform",1
"4020","teagarden",1
"4021","teagardens",1
"4022","technicalpresentations",1
"4023","technologicalchange",1
"4024","technologicalchanges",1
"4025","technologicalgap",1
"4026","technologicalinnovation",1
"4027","technologicalrevolution",1
"4028","technologyaccess",1
"4029","technologycommercialization",1
"4030","technologydissemination",1
"4031","technologyindex",1
"4032","technologyprotection",1
"4033","technologytargeting",1
"4034","teestabarrageproject",1
"4035","tef",1
"4036","temperateenvironment",1
"4037","temperatureeffect",1
"4038","temporalanalysis",1
"4039","terminalheatstress",1
"4040","terminaliamyriocarpa",1
"4041","ternaryalloys",1
"4042","ternarydiagram",1
"4043","ternarydiagrams",1
"4044","terrace",1
"4045","terracedlandscape",1
"4046","terraceriser",1
"4047","terracewall",1
"4048","terrain",1
"4049","terrestrialecosystem",1
"4050","terrestrialecosystems",1
"4051","texusbaccata",1
"4052","thangjing",1
"4053","thap",1
"4054","theaceae",1
"4055","thefarming-pastoralecotone",1
"4056","thenorthchinaplain",1
"4057","theobromacacao",1
"4058","theqinghai-tibetplateau",1
"4059","thermalprocessing(foods)",1
"4060","three-stagemalmquist",1
"4061","threshold",1
"4062","thymoquinone",1
"4063","thysanoptera",1
"4064","tibetans",1
"4065","tibetplateau",1
"4066","tienshan",1
"4067","tillagedepth",1
"4068","tiller",1
"4069","time-averagedcarbonstocks",1
"4070","timelageffects",1
"4071","timeseries",1
"4072","timeseriesphenology",1
"4073","tinni",1
"4074","tissue-culturedplants",1
"4075","tobacco",1
"4076","tobaccobreeding",1
"4077","tobaccogermplasm",1
"4078","tobaccopowderymildew",1
"4079","tools",1
"4080","toonasinensis",1
"4081","top-downapproach",1
"4082","topographiceffect",1
"4083","topsoil",1
"4084","tortricidae",1
"4085","totalcstock",1
"4086","totalfactorproductivity",1
"4087","totallandproductivity",1
"4088","totalorganiccarbon",1
"4089","totalphosphorus",1
"4090","tourismcharacteristics",1
"4091","tourismmarket",1
"4092","tourismperceptions",1
"4093","touristattraction",1
"4094","touristbehavior",1
"4095","touristdestination",1
"4096","traceelement",1
"4097","tractors(agricultural)",1
"4098","tractors(truck)",1
"4099","trademarks",1
"4100","traditionalagriculturalpractices",1
"4101","traditionalagriculturalsystem",1
"4102","traditionalagrodiversity",1
"4103","traditionalagroforestry",1
"4104","traditionalculture",1
"4105","traditionalfoodcrops",1
"4106","traditionalfoodsystems",1
"4107","traditionalhomegardens",1
"4108","traditionalknowledgesystems",1
"4109","traditionalmanagement",1
"4110","traditionalmanagementpractices",1
"4111","traditionalvariety",1
"4112","traditionknowledge",1
"4113","training",1
"4114","trait-basedapproaches",1
"4115","transboundarylandscape",1
"4116","transcriptome",1
"4117","transcriptomics",1
"4118","transdisciplinaryapproach",1
"4119","transformation",1
"4120","transformity",1
"4121","transgene",1
"4122","transgenic",1
"4123","transitionaleconomy",1
"4124","transitionofagriculturalsystemtoecologicalization",1
"4125","transitionpressure",1
"4126","transitionzone",1
"4127","translocation",1
"4128","transpiration",1
"4129","transplantation",1
"4130","transportproperties",1
"4131","trap(equipment)",1
"4132","traveldemand",1
"4133","tree-farming",1
"4134","treelegumes",1
"4135","treeplanting",1
"4136","treeshexapoda",1
"4137","treesonfarmland",1
"4138","treesoutsideforest(tof)",1
"4139","treesoutsideforests",1
"4140","trendstudy",1
"4141","trichoderma",1
"4142","trifolium",1
"4143","trifoliumalexandrinum",1
"4144","trigonellafoenum-graecum",1
"4145","trilliaceae",1
"4146","tripleagriculturalindustry",1
"4147","triplebottomline",1
"4148","tripleburden",1
"4149","triticeae",1
"4150","trophiccascade",1
"4151","trophiccascadeeffects",1
"4152","trophiclevel",1
"4153","tropicalpastures",1
"4154","tropicalregion",1
"4155","trust",1
"4156","trustworthiness",1
"4157","tuber",1
"4158","uncertainty",1
"4159","unclassifiedbacteria",1
"4160","unconsciousselection",1
"4161","underutilisedlegume",1
"4162","underutilizedspecies",1
"4163","unescoculturalheritagesites",1
"4164","unfccc",1
"4165","ungulata",1
"4166","unitedstates",1
"4167","universalsoillossequation",1
"4168","unsaturatedhydrocarbons",1
"4169","untargetedmetabolomics",1
"4170","unusableleaf",1
"4171","uplandcropping",1
"4172","uplands",1
"4173","uplandtribes",1
"4174","upstream-downstreamlinkages",1
"4175","uptake",1
"4176","urban-ruralintegrateddevelopment",1
"4177","urbanagriculture",1
"4178","urbanagricultures",1
"4179","urbanenvironments",1
"4180","urbanexpansion",1
"4181","urbanizedarea",1
"4182","urbanpopulation",1
"4183","urbansprawl",1
"4184","utilization",1
"4185","vagueinterpretivestructuralmodelling",1
"4186","valtellina",1
"4187","valuation",1
"4188","value-addedprocessing",1
"4189","valuechains",1
"4190","variability",1
"4191","varietalage",1
"4192","varietaldataset",1
"4193","varietaldiversity",1
"4194","varietalreplacementrates",1
"4195","varietalrichness",1
"4196","varietas",1
"4197","vectorautoregression",1
"4198","vegetablecultivation",1
"4199","vegetablefarming",1
"4200","vegetablegermplasmresources",1
"4201","vegetableproduction",1
"4202","vegetationdensity",1
"4203","vegetationdynamics",1
"4204","vegetationremotesensing",1
"4205","vegetationstrips",1
"4206","vegetationtype",1
"4207","verticalcoordination",1
"4208","verticaldistribution",1
"4209","verticalintegration",1
"4210","verticalvariation",1
"4211","viability",1
"4212","vietnam",1
"4213","vignamungo",1
"4214","vignaradiata",1
"4215","vignaradiatavar.radiata",1
"4216","vignaumbellata",1
"4217","vignaunguiculata",1
"4218","villagecottageagribusiness",1
"4219","villagelevel",1
"4220","villages’exposure",1
"4221","virtualwater",1
"4222","virus",1
"4223","visibility",1
"4224","visibleandinvisibleconstraints",1
"4225","visualanalysis",1
"4226","visualization",1
"4227","vitaceae",1
"4228","vitamina",1
"4229","vitaminadeficiency",1
"4230","viticulture",1
"4231","volatileorganiccompounds",1
"4232","volume",1
"4233","voluntaryorganization",1
"4234","vulnerabilityanalysis",1
"4235","vulnerabilityindex",1
"4236","vulnerabilitymaps",1
"4237","vulnerablepopulation",1
"4238","vulnerablepopulations",1
"4239","wall-climbingcrop",1
"4240","wall-descendingcrop",1
"4241","wallcrop",1
"4242","walnuts",1
"4243","wapeople",1
"4244","washington[unitedstates]",1
"4245","waste",1
"4246","wastemanagement",1
"4247","wastetreatment",1
"4248","wastewater",1
"4249","wastingsyndrome",1
"4250","water-energy-foodnexus",1
"4251","water-savingagriculture",1
"4252","water-savingagricultures",1
"4253","wateravailability",1
"4254","waterconsumption",1
"4255","watereconomics",1
"4256","waterenergyfoodnexus",1
"4257","watererosion",1
"4258","waterfootprint",1
"4259","waterharvesting",1
"4260","waterholdingcapacity",1
"4261","waterlevels",1
"4262","watermanagement",1
"4263","watermanagers",1
"4264","waterplanning",1
"4265","waterpollution",1
"4266","waterpotentialgradient",1
"4267","waterquality",1
"4268","waterqualityprotection",1
"4269","waterresource",1
"4270","waterretention",1
"4271","watersavingagriculture",1
"4272","waterscarcity",1
"4273","watersheds",1
"4274","watershortage",1
"4275","watersustainability",1
"4276","waterthreshold",1
"4277","watertransferresistance",1
"4278","watertreatment",1
