"","Combine","n"
"3256","kumaunhimalayas",1
"3257","kunming",1
"3258","kuznetscurve",1
"3259","l-dopa",1
"3260","labileandrecalcitrantc",1
"3261","lablabpurpureus",1
"3262","laboratoryanalysis",1
"3263","labordivision",1
"3264","laborforce",1
"3265","labormigration",1
"3266","laborproductivity",1
"3267","labourallocation",1
"3268","labourinputs",1
"3269","labourmigration",1
"3270","labourproductivity",1
"3271","lacticfermentation",1
"3272","lacto-fermented",1
"3273","lactuca",1
"3274","lactucasativa",1
"3275","lagadwal",1
"3276","lake",1
"3277","lancang",1
"3278","land",1
"3279","land-coverchange",1
"3280","land-manratio",1
"3281","land-use",1
"3282","land-usecharacterization",1
"3283","land-usepatterns",1
"3284","land-usestrategy",1
"3285","land-usesystems",1
"3286","landbiome",1
"3287","landcapability",1
"3288","landdegradations",1
"3289","landecosystemdegradation",1
"3290","landequivalentratio",1
"3291","landfragmentation",1
"3292","landholdings",1
"3293","landmanagementpractices",1
"3294","landmanagements",1
"3295","landpolicies",1
"3296","landpolicy",1
"3297","landpropertyrights",1
"3298","landraceenhancement",1
"3299","landrentalmarket",1
"3300","landrenting-in",1
"3301","landrequirement",1
"3302","landresources",1
"3303","landsat-8",1
"3304","landsatthematicmapper",1
"3305","landscapeapproach",1
"3306","landscapeassessments",1
"3307","landscapecomposition",1
"3308","landscapeecologicalplanning",1
"3309","landscapegenetics",1
"3310","landscapeheterogeneity",1
"3311","landscapemetrics",1
"3312","landtitling",1
"3313","landuse/landcovertypes",1
"3314","landuseandlandcover",1
"3315","landuseandmanagements",1
"3316","landuseclassification",1
"3317","landusefunction",1
"3318","landusefunctions",1
"3319","landusemanagement",1
"3320","landusepattern",1
"3321","landusepolicy",1
"3322","landusesustainability",1
"3323","landusesustainableagriculture",1
"3324","landusesystems",1
"3325","landusetransition",1
"3326","landutilization",1
"3327","lar",1
"3328","largegenomesize",1
"3329","largescalecultivations",1
"3330","largescaleproduction",1
"3331","lastglacialmaximum",1
"3332","laterite",1
"3333","lathyrussativus",1
"3334","lathyrusspp.",1
"3335","law",1
"3336","lawofinheritance",1
"3337","lawsandlegislation",1
"3338","layinghen",1
"3339","leadership",1
"3340","leaf",1
"3341","leafblight",1
"3342","leaflitterdecomposition",1
"3343","leafrustresistance",1
"3344","leafyvegetables",1
"3345","learning",1
"3346","learningsystems",1
"3347","leastsquaresmethod",1
"3348","legalframework",1
"3349","legislationandjurisprudence",1
"3350","legislativeprovisions",1
"3351","lemons",1
"3352","lentils",1
"3353","lentinula",1
"3354","lessdevelopedtownships",1
"3355","lessknownvegetable",1
"3356","liangshan",1
"3357","liebig",1
"3358","lifecourseperspective",1
"3359","lightweightsoils",1
"3360","limitedirrigation",1
"3361","limitedirrigations",1
"3362","limonene",1
"3363","linalool",1
"3364","linearity",1
"3365","linearregressionmethods",1
"3366","linkagedisequilibrium",1
"3367","linkagemap",1
"3368","lipidperoxidation",1
"3369","liquidchromatography",1
"3370","literacy",1
"3371","livelihoodenhancement",1
"3372","livelihoodimprovement",1
"3373","livelihoodimprovementandhomesteadvegetablecultivation",1
"3374","livelihoodportfoliosandrisks",1
"3375","livelihoodsdiversification",1
"3376","livelihoodsecurity",1
"3377","livelihoodstrategies",1
"3378","livesoilpreservation",1
"3379","livestockanimals",1
"3380","livestockintensification",1
"3381","livestockproduction",1
"3382","livingresource",1
"3383","livingstandard",1
"3384","lobbyingactivities",1
"3385","localadaptation",1
"3386","localadaptivecapacity",1
"3387","localcommunities",1
"3388","localfood",1
"3389","localfoodsystems",1
"3390","localinstitutions",1
"3391","localpeoples",1
"3392","localvarieties",1
"3393","locationadvantage",1
"3394","loess",1
"3395","loesshillyregion",1
"3396","logistic-ismmodel",1
"3397","logisticcurve",1
"3398","logisticcurves",1
"3399","logisticmodel",1
"3400","logisticmodels",1
"3401","logistics",1
"3402","lombardy",1
"3403","long-termchange",1
"3404","long-termfieldexperiments",1
"3405","long-termperspective",1
"3406","longchuanvalley",1
"3407","longjiterraces",1
"3408","lonicera",1
"3409","losses",1
"3410","lowaltitudes",1
"3411","lowarsenicricevarieties",1
"3412","lowpowerelectronics",1
"3413","lowtemperature",1
"3414","lumbini",1
"3415","luxurytranspiration",1
"3416","lythraceae",1
"3417","macadamia",1
"3418","machilus",1
"3419","machilusedulis",1
"3420","machinery",1
"3421","machinevision",1
"3422","macroeconomicpolicies",1
"3423","macrotyloma",1
"3424","magnesium",1
"3425","mahakali",1
"3426","maineffectandmultiplicativeinteraction(ammi)",1
"3427","maintenance",1
"3428","maintenancebreeding",1
"3429","maize–soybeanintercropping",1
"3430","maize/legumesintercropping",1
"3431","maizefield",1
"3432","maizegrowingseason",1
"3433","maizemonocropping",1
"3434","maizestalksreturntofield",1
"3435","makhana",1
"3436","malaysia",1
"3437","malushonanensis",1
"3438","man-environmentrelations",1
"3439","managementandutilization",1
"3440","managementtechniques",1
"3441","manager",1
"3442","managingrisk",1
"3443","mandi",1
"3444","mangoindustry",1
"3445","mangokernel",1
"3446","mapping",1
"3447","mappingmethod",1
"3448","maps",1
"3449","maratlongriwildlifesanctuary",1
"3450","marginalfarmers",1
"3451","marginalization",1
"3452","marker-assistedselection",1
"3453","marketdevelopment",1
"3454","marketingchannelschoices",1
"3455","marketingmix",1
"3456","marketorientation",1
"3457","marketparticipation",1
"3458","marketsystem",1
"3459","markettransition",1
"3460","marsh",1
"3461","matchingcoefficient",1
"3462","maternalnutrition",1
"3463","mathematicalanalysis",1
"3464","mathematicalmodel",1
"3465","mathematicalparameters",1
"3466","mathura",1
"3467","matureleaves",1
"3468","maturity",1
"3469","mautam",1
"3470","maxentmodel",1
"3471","maxentmodels",1
"3472","maximumandminimumtemperatures",1
"3473","maximumenergy",1
"3474","maximumentropyanalysis",1
"3475","maximumoutput",1
"3476","mckinsey",1
"3477","meat",1
"3478","mechanicalprocessing",1
"3479","medicinalbioresources",1
"3480","medicinalproperties",1
"3481","meghalya",1
"3482","melaleucaalternifolia",1
"3483","melilotus",1
"3484","melilotusindica",1
"3485","menth2en1ol",1
"3486","mentha",1
"3487","menthaarvensis",1
"3488","menthaarvensisf.piperascens",1
"3489","menthapiperita",1
"3490","menthylacetate",1
"3491","meta-regressionanalysis",1
"3492","metabolismofcarbonandnitrogen",1
"3493","metabolomicanalysis",1
"3494","metafrontierproductionfunction",1
"3495","metaldrawing",1
"3496","metals",1
"3497","methanol",1
"3498","methodologyframework",1
"3499","methyleugenol",1
"3500","methyloctylether",1
"3501","mexico[northamerica]",1
"3502","mgr-fingerprinting",1
"3503","micraspis",1
"3504","microbialdiversity",1
"3505","microcredit",1
"3506","microgoats",1
"3507","microlivestock",1
"3508","micronutrientdeficiencies",1
"3509","micropropagation",1
"3510","microsatellitemarker",1
"3511","microsatellitesmarkers",1
"3512","microtopography",1
"3513","mid-hill",1
"3514","middlehimalayasmanihotesculenta",1
"3515","migrationdistance",1
"3516","mikania",1
"3517","mikaniamicrantha",1
"3518","mile-a-minute",1
"3519","milkproduction",1
"3520","millenniumdevelopmentgoals",1
"3521","mineralization",1
"3522","minerals",1
"3523","minimaleffectivemicrobiomeset",1
"3524","mining",1
"3525","minorcrops",1
"3526","minoritygroup",1
"3527","minoritygroups",1
"3528","minormillets",1
"3529","mitespredators",1
"3530","mixedmountainagriculture",1
"3531","mizo",1
"3532","mobileapplications",1
"3533","mobiledevices",1
"3534","modelling",1
"3535","modernagriculture",1
"3536","moderntechnologies",1
"3537","modernvariety",1
"3538","moisturecontent",1
"3539","molecularbiology",1
"3540","molecularcharacterization",1
"3541","mongolia",1
"3542","monoeciousgourd",1
"3543","monsoonrains",1
"3544","moringa",1
"3545","moringaleafextracts",1
"3546","moringaoleifera",1
"3547","morphologicalcharacterization",1
"3548","morphologicalfeatures",1
"3549","morphologicaltraits",1
"3550","morphometricanalysis",1
"3551","morus(plant)",1
"3552","morusnigra",1
"3553","mosaicagriculturallandscape",1
"3554","moss",1
"3555","mother",1
"3556","mother-childrelations",1
"3557","motherchildrelation",1
"3558","mothers",1
"3559","motivation",1
"3560","mountainagro-ecosystem",1
"3561","mountainfarmingsystem",1
"3562","mountainfoodsystems",1
"3563","mountainousarea",1
"3564","mountainousregions",1
"3565","mountainpastures",1
"3566","mountainregions",1
"3567","mountainspecificities",1
"3568","mucunapruriens",1
"3569","multi-level",1
"3570","multi-levelmodel",1
"3571","multicenterstudy",1
"3572","multicriteriaanalysis",1
"3573","multifunctionalagriculturalcluster",1
"3574","multifunctionalagriculture",1
"3575","multifunctionalrural",1
"3576","multimediamodule",1
"3577","multipleecosystemservices",1
"3578","multipleregression",1
"3579","multipleregressionmodel",1
"3580","multivariateregressionmodels",1
"3581","muntiacus",1
"3582","musaxparadisiaca",1
"3583","muscle",1
"3584","mushroom",1
"3585","mutagenesis",1
"3586","mutagenicity",1
"3587","mutagens",1
"3588","mutation",1
"3589","mycorrhiza",1
"3590","mycorrhizalcolonization",1
"3591","mymensingh",1
"3592","myricaceae",1
"3593","myrtenal",1
"3594","myrtenol",1
"3595","n-rate",1
"3596","n2-fixingtree",1
"3597","nabanriver",1
"3598","nan",1
"3599","nanocarriers",1
"3600","nanofertilizers",1
"3601","nanomaterials",1
"3602","nanoparticles",1
"3603","napal",1
"3604","nar",1
"3605","nationalhorticulturemission",1
"3606","nationallevel",1
"3607","nationallyimportantagriculturalheritagesystems(niahs)",1
"3608","nationalpark",1
"3609","nationalplanning",1
"3610","nativespecies",1
"3611","naturaldisasters",1
"3612","naturalforestconservationprogram",1
"3613","naturalsciences",1
"3614","naturalselection",1
"3615","naturalvegetation",1
"3616","naturereservesystem",1
"3617","naxi",1
"3618","nbudget",1
"3619","neareast",1
"3620","neglectedandunderutilizedcrops",1
"3621","neglectedandunderutilizedspecies(nus)",1
"3622","nematoda",1
"3623","nematode",1
"3624","neolithic",1
"3625","neonicotinoids",1
"3626","nervoussystem",1
"3627","nesaving",1
"3628","nestingsites",1
"3629","netincomes",1
"3630","netreturns",1
"3631","networkanalysis",1
"3632","networkformation",1
"3633","neuralnetworks",1
"3634","neurologicdisease",1
"3635","neutraceuticals",1
"3636","new-typeagriculture",1
"3637","newarradish",1
"3638","newdelhi",1
"3639","newhorizons",1
"3640","newlandusepolicy",1
"3641","newlivestockrevolution",1
"3642","newparadigmofeco-agriculture",1
"3643","newstrategy",1
"3644","next-generationsequencing",1
"3645","ngs",1
"3646","nicaragua",1
"3647","niche",1
"3648","nichedifferentiation",1
"3649","nichemarkets",1
"3650","nicotianatabacum",1
"3651","nigellasativa",1
"3652","ningbo",1
"3653","nitrogenandphosphorusloss",1
"3654","nitrogenapplicationrates",1
"3655","nitrogenaseactivity",1
"3656","nitrogenbalance",1
"3657","nitrogenfertilizer",1
"3658","nitrogenfootprint",1
"3659","nitrogenisotope",1
"3660","nitrogenmetabolism",1
"3661","nitrogenoxides",1
"3662","nitrogenstock",1
"3663","nitrogenstocks",1
"3664","nitrogenstorages",1
"3665","nlevels",1
"3666","nlp",1
"3667","nocte",1
"3668","noctuidae",1
"3669","nomadicpastoralism",1
"3670","non-grainproduction",1
"3671","non-statutorymeasures",1
"3672","nonanol",1
"3673","noncovalentbinding",1
"3674","nontimberforestproduct",1
"3675","north-eastindia",1
"3676","northamerica",1
"3677","northeasternregion",1
"3678","northernregion[thailand]",1
"3679","northhimalayanregion",1
"3680","northwesternshandong",1
"3681","northwestfrontier",1
"3682","northwesthimalayas",1
"3683","northwestyunnan",1
"3684","noveldisease-resistantgermplasm",1
"3685","nrhotspots",1
"3686","ntfps",1
"3687","nuclearenergy",1
"3688","nuclearfuels",1
"3689","nuclearmicrosatellites",1
"3690","nucleotidediversity",1
"3691","nut",1
"3692","nutraceuticalandnutritionalcomposition",1
"3693","nutraceuticalproperties",1
"3694","nutrientaccumulation",1
"3695","nutrientacquisition",1
"3696","nutrientcontent",1
"3697","nutrientcontents",1
"3698","nutrientcycling",1
"3699","nutrientdeficiency",1
"3700","nutrientenrichment",1
"3701","nutrientloading",1
"3702","nutrientpatch",1
"3703","nutrientrecycling",1
"3704","nutrientsupply",1
"3705","nutrientuse",1
"3706","nutrition-sensitiveagriculture",1
"3707","nutritionandhealth",1
"3708","nutritionandhealthbenefits",1
"3709","nutritioneducation",1
"3710","nutritionlegislation",1
"3711","nutritionmanagement",1
"3712","nutritionorientation",1
"3713","nutritionsecurity",1
"3714","nuts",1
"3715","nwyunnan",1
"3716","object-orientedinterfaces",1
"3717","observation",1
"3718","observationalmethod",1
"3719","occupancy",1
"3720","oceanecosystem",1
"3721","octanol",1
"3722","octylacetate",1
"3723","off-farmemployment",1
"3724","offtake",1
"3725","oilagriculture",1
"3726","oilsandfats",1
"3727","olea",1
"3728","oleaferruginea",1
"3729","olivetree",1
"3730","omics",1
"3731","on-farmagrobiodiversity",1
"3732","on-farminterventions",1
"3733","on-farmmanagement",1
"3734","on-farmresearch",1
"3735","on-goingmonitoring",1
"3736","onlineusers",1
"3737","operation",1
"3738","opportunities",1
"3739","opportunitycostofon-farmconservation",1
"3740","opportunitycosts",1
"3741","optimumconditions",1
"3742","orangejuice",1
"3743","oranges",1
"3744","oredeposit",1
"3745","orf100",1
"3746","organic",1
"3747","organicacids",1
"3748","organicamendments",1
"3749","organicandconventionalfarming",1
"3750","organiccarbonpool",1
"3751","organiccarbonpools",1
"3752","organiccompounds",1
"3753","organiccultivation",1
"3754","organicfertilizers",1
"3755","organicfood",1
"3756","organicfoodproduction",1
"3757","organicmatterproduction",1
"3758","organicmission",1
"3759","organicwaste",1
"3760","organismalinteractions",1
"3761","organization",1
"3762","organizationaltrust",1
"3763","organizationandmanagement",1
"3764","organochlorinepesticideresidues",1
"3765","origin",1
"3766","orphancrop",1
"3767","orphancrops",1
"3768","oryzasatival.",1
"3769","osmolytes",1
"3770","osmopriming",1
"3771","output-inputenergyratio",1
"3772","overexploitation",1
"3773","overyielding",1
"3774","ovis",1
"3775","oxalidaceae",1
"3776","oxidation",1
"3777","oxidativestress",1
"3778","paanjhum",1
"3779","paddylandraces",1
"3780","paisangdryleaves",1
"3781","paleoecologicaltimeseries",1
"3782","paleoecology",1
"3783","palmoil",1
"3784","palpa",1
"3785","pam",1
"3786","pamirmountains",1
"3787","paneldata",1
"3788","panicummiliaceuml.varieties",1
"3789","papilionoidea",1
"3790","paracymene",1
"3791","paraextensionworkers",1
"3792","parasite",1
"3793","parasites",1
"3794","parasitism",1
"3795","parasitoid",1
"3796","parent",1
"3797","parideae",1
"3798","parkiatimoriana",1
"3799","participatorybreeding",1
"3800","participatorymanagement",1
"3801","participatoryplantbreeding(ppb)",1
"3802","participatorypolicies",1
"3803","participatoryprocesses",1
"3804","particle-sizefractions",1
"3805","partitioning",1
"3806","partnerships",1
"3807","pastoraldevelopment",1
"3808","pastoralpractices",1
"3809","pastoralsystem",1
"3810","pastureland",1
"3811","patch",1
"3812","patchdynamics",1
"3813","patents",1
"3814","pathanalysis",1
"3815","pathchoice",1
"3816","pathogenicity",1
"3817","pathogenintroduction",1
"3818","pattern",1
"3819","paymentforecosystemservices",1
"3820","paymentsforecosystemservices",1
"3821","pcabiplots",1
"3822","pea",1
"3823","pear",1
"3824","pearlmillet",1
"3825","peas",1
"3826","peasantagriculture",1
"3827","peasants",1
"3828","pecannut",1
"3829","people",1
"3830","peoplesrepublicofchina",1
"3831","pepper",1
"3832","peppermintoil",1
"3833","percapitafarmlandarea",1
"3834","perceivedclimatevariability",1
"3835","perceptionaboutclimatechange",1
"3836","perceptions",1
"3837","perennialryegrass",1
"3838","performance",1
"3839","performanceevaluation",1
"3840","performancemanagement",1
"3841","perillafrutescens",1
"3842","persianwalnut",1
"3843","peru",1
"3844","pestanddiseasemanagement",1
"3845","pestdamage",1
"3846","pesticidepollution",1
"3847","pesticidesresidues",1
"3848","pesticideuse",1
"3849","pestmanagement",1
"3850","ph",1
"3851","pharmacognosy",1
"3852","pharmacological",1
"3853","pheffects",1
"3854","phenoliccompound",1
"3855","phenolics",1
"3856","phenomics",1
"3857","pheromonecomponents",1
"3858","philippines",1
"3859","phoenix",1
"3860","phosphatase",1
"3861","phosphatases",1
"3862","phosphate",1
"3863","phosphatesolubilization",1
"3864","phosphatesolubilizers",1
"3865","phospholipid",1
"3866","phosphoruslevels",1
"3867","phosphorusoredepletion",1
"3868","photoelicitation",1
"3869","photography",1
"3870","photointerpretation",1
"3871","photosyntheticcharacteristic",1
"3872","phthorimaeaoperculella(zeller)",1
"3873","phylogeneticanalysis",1
"3874","phylogenetics",1
"3875","physalis",1
"3876","physicalmapping",1
"3877","physicochemicalgrainquality",1
"3878","physiologicalmodels",1
"3879","physiologicaltrait",1
"3880","physiologicraces",1
"3881","phytobiome",1
"3882","phytochemicals",1
"3883","phytochemistry",1
"3884","phytoextractsquinoa(chenopodiumquinoa)",1
"3885","phytophthora",1
"3886","phytophthoracapsici",1
"3887","phytosanitary",1
"3888","phytosociology",1
"3889","phytotoxicity",1
"3890","pigeonpea",1
"3891","pimodel",1
"3892","pimodels",1
"3893","pimpinella",1
"3894","pinusroxburghii",1
"3895","piper",1
"3896","piper(plant)",1
"3897","piperitenone",1
"3898","pisces",1
"3899","pixel",1
"3900","planningmethod",1
"3901","plansandpolicies",1
"3902","plant-microbeinteraction",1
"3903","plantations",1
"3904","plantconservation",1
"3905","plantdispersal",1
"3906","plantdna",1
"3907","plantfungusinteraction",1
"3908","plantgene",1
"3909","plantgeneticdiversity",1
"3910","plantgeneticresourcesforfoodandagriculture",1
"3911","plantgenetics",1
"3912","plantgrowthregulator",1
"3913","planthealth",1
"3914","planthopper",1
"3915","planting",1
"3916","plantinteraction",1
"3917","plantleaf",1
"3918","plantmetabolism",1
"3919","plantmicrobiomevault",1
"3920","plantphysiologicalphenomena",1
"3921","plantphysiology",1
"3922","plantregeneration",1
"3923","plantresidue",1
"3924","plantresources",1
"3925","plantroot",1
"3926","plantroots",1
"3927","planttransfer",1
"3928","plantweeds",1
"3929","plasma-activatedwaters",1
"3930","plasmaactivatedwater",1
"3931","plastid",1
"3932","plastidgenome",1
"3933","plastidphylogenomics",1
"3934","plowing",1
"3935","pokharekhola",1
"3936","poland[centraleurope]",1
"3937","policies",1
"3938","policybasis",1
"3939","policyimplications",1
"3940","policyintervention",1
"3941","policyreform",1
"3942","policyreforms",1
"3943","policyscenario",1
"3944","policystrategy",1
"3945","politicalconflict",1
"3946","politicalecology",1
"3947","politicalsystem",1
"3948","pollinationmanagement",1
"3949","pollinator",1
"3950","pollutionincidence",1
"3951","pollutionpolicy",1
"3952","polygonum",1
"3953","populationaging",1
"3954","populationdifferentiation",1
"3955","populationgenetic",1
"3956","populationgeneticstructure",1
"3957","populationgroup",1
"3958","populationgroups",1
"3959","populationmigration",1
"3960","populationmobility",1
"3961","populationoutbreak",1
"3962","populationpressure",1
"3963","populationpressures",1
"3964","positivedeviance",1
"3965","post-crophabitat",1
"3966","post-domesticationera",1
"3967","post-harvest",1
"3968","postharvest",1
"3969","postharvestprocessing",1
"3970","potablewater",1
"3971","potatotubermoth",1
"3972","potatovarieties",1
"3973","potentialcropyield",1
"3974","potentialdistributions",1
"3975","potentialimpact",1
"3976","potentialwaterresources",1
"3977","potentilla",1
"3978","potentillafruticosa",1
"3979","potyviridae",1
"3980","poultryindustry",1
"3981","power",1
"3982","powerrelations",1
"3983","powerrequirement",1
"3984","powersupply",1
"3985","prchina",1
"3986","pre-breeding",1
"3987","pre-cropeffect",1
"3988","pre-harvestseeddeterioration",1
"3989","precipitation",1
"3990","precipitation(climatology)",1
"3991","precipitation(meteorology)",1
"3992","precisionfarming",1
"3993","precisionnutrientmanagement",1
"3994","predators",1
"3995","predictiveanalytics",1
"3996","preparedness",1
"3997","presentstatus",1
"3998","preservation",1
"3999","prevalence",1
"4000","pricedynamics",1
"4001","primaryhealthcare",1
"4002","primingresistance",1
"4003","principles",1
"4004","probability",1
"4005","probe",1
"4006","probitmodel",1
"4007","problemandsolutionanalysis",1
"4008","problemsandcountermeasure",1
"4009","produce",1
"4010","productandservices",1
"4011","productiondecision-makingcontrol",1
"4012","productionenvironments",1
"4013","productionmanagementcontrol",1
"4014","productionmanager",1
"4015","productionrisk",1
"4016","productionsystems",1
"4017","productiontechnology",1
"4018","productivitystability",1
"4019","productquality",1
"4020","profits",1
"4021","programcosteffectiveness",1
"4022","programdevelopment",1
"4023","programimpact",1
"4024","projection",1
"4025","projectofgrainforgreen",1
"4026","propensityscorematching",1
"4027","protectionofplantvariety",1
"4028","proteobacteria",1
"4029","proteomics",1
"4030","provisioningservices",1
"4031","prunus",1
"4032","psychologicalaspect",1
"4033","psychologicalwell-being",1
"4034","psychology",1
"4035","psychrotolerant",1
"4036","pteridiumaquilinum",1
"4037","public-privatesectorpartnerships",1
"4038","publicandprivater&d",1
"4039","publication",1
"4040","publicvalue",1
"4041","pulegone",1
"4042","pulsefarmers",1
"4043","pulseproductivity",1
"4044","punjab[india]",1
"4045","punjab[pakistan]",1
"4046","purplesoil",1
"4047","pusa",1
"4048","pvpcertificates",1
"4049","pyrolysis",1
"4050","qianjiangyue",1
"4051","qinghai",1
"4052","qtl",1
"4053","qualitativeanalysis",1
"4054","qualitativeresearch",1
"4055","qualitativetraits",1
"4056","qualityandsafeties",1
"4057","qualityimprovement",1
"4058","qualityloss",1
"4059","qualityofservice",1
"4060","quantitativeevaluation",1
"4061","quantitativetraits",1
"4062","quantityloss",1
"4063","quantumyield",1
"4064","quarantinedisease",1
"4065","quercus",1
"4066","quercusgriffithii",1
"4067","questionnairesurveys",1
"4068","quinoa",1
"4069","radar",1
"4070","radiationuseefficiency",1
"4071","radiativediversification",1
"4072","rainfallerosivity",1
"4073","rainfedagroecosystems",1
"4074","rajshahi",1
"4075","randomforest",1
"4076","randomforests",1
"4077","randomsample",1
"4078","rangelandpolicy",1
"4079","rangpur",1
"4080","rapd",1
"4081","rapeseed",1
"4082","raphanussativus",1
"4083","rapidcarbonstockappraisal",1
"4084","rapiddevelopment",1
"4085","rapidurbanizations",1
"4086","rarespecies",1
"4087","rattus",1
"4088","rattusrattus",1
"4089","reactiveoxygenspecies",1
"4090","recognition",1
"4091","recombination",1
"4092","recommendationsystem",1
"4093","recommendersystems",1
"4094","reconcilingagricultureandecosystems",1
"4095","recovery",1
"4096","recreationalindustry",1
"4097","recreationalvalue",1
"4098","redliststatus",1
"4099","redoxpotential",1
"4100","redundancyanalysis(rda)",1
"4101","reflection",1
"4102","reform",1
"4103","reformprocess",1
"4104","refugia",1
"4105","refugium",1
"4106","refusecollection",1
"4107","regeneration",1
"4108","regionalagriculturaldemonstration",1
"4109","regionalcultures",1
"4110","regionaldevelopment",1
"4111","regionaldevelopmentpolicy",1
"4112","regionaleconomy",1
"4113","regionalvariation",1
"4114","regressioncoefficient",1
"4115","regulation",1
"4116","regulatoryframework",1
"4117","relatives",1
"4118","religion",1
"4119","religious",1
"4120","remediation",1
"4121","remediationtechnology",1
"4122","remoteagriculturalarea",1
"4123","remotesensingandgis",1
"4124","renewableenergyresources",1
"4125","renewableresource",1
"4126","reproductiveparametersagroecology",1
"4127","researchandapplication",1
"4128","researchanddevelopmentinvestment",1
"4129","researchanddevelopmentmanagement",1
"4130","researchdesigns",1
"4131","researchmethod",1
"4132","researchobject",1
"4133","researchpriority",1
"4134","researchprogram",1
"4135","residencecharacteristics",1
"4136","residents'perceptions",1
"4137","residualsoil",1
"4138","residueretention",1
"4139","resource-useefficiency",1
"4140","resourceconcentrationhypothesis",1
"4141","resourcedegradation",1
"4142","resourceinputs",1
"4143","resourcerecycling",1
"4144","resourcesassessment",1
"4145","resourcescarcity",1
"4146","resourceutilizations",1
"4147","rest",1
"4148","restorationandprotection",1
"4149","restrictionfragmentlengthpolymorphism",1
"4150","retinol",1
"4151","retinoldeficiency",1
"4152","revegetation",1
"4153","reviseduniversalsoillossequation",1
"4154","reviseduniversalsoillossequations",1
"4155","rgr",1
"4156","rhamnaceae",1
"4157","rhizome",1
"4158","rhizosphereproperties",1
"4159","rhizospheresoil",1
"4160","ricardianmodel",1
"4161","rice-fishsystems",1
"4162","rice-lentilcroppingsystem",1
"4163","rice-maize",1
"4164","rice-ricesystem",1
"4165","rice-wheatcroppingsystems",1
"4166","rice–ricesystem",1
"4167","rice(oryzasatival.)",1
"4168","ricebean(vignaumbellata)",1
"4169","ricebeer",1
"4170","ricebiodiversity",1
"4171","riceblast",1
"4172","ricefallowconditionseedtreatment",1
"4173","ricegrain",1
"4174","ricegrainarsenic",1
"4175","ricegrains",1
"4176","ricesupplychain",1
"4177","ricevariety",1
"4178","riparianzone",1
"4179","riskaversion",1
"4180","riskfactor",1
"4181","riskmanagement",1
"4182","riskperceptions",1
"4183","ritual",1
"4184","river",1
"4185","riverwater",1
"4186","rna-seq",1
"4187","rnrsectors",1
"4188","road",1
"4189","roadmap",1
"4190","rodent",1
"4191","rodents",1
"4192","root-to-shootratio",1
"4193","rootarchitecture",1
"4194","rootexudate",1
"4195","rootinteraction",1
"4196","rootsystem",1
"4197","roottoshootratio",1
"4198","roottrait",1
"4199","rosaroxburghiiregolith",1
"4200","rotation",1
"4201","roughlemon",1
"4202","rowspacing",1
"4203","rubberfarmer",1
"4204","rubberpricefluctuations",1
"4205","rubberspecialization",1
"4206","runoffandsediments",1
"4207","runoffrecycling",1
"4208","rupandehi",1
"4209","ruralchina",1
"4210","ruralcredit",1
"4211","ruraldecline",1
"4212","ruralemployment",1
"4213","ruralfactormarkets",1
"4214","ruralhealth",1
"4215","rurallandtransferring",1
"4216","rurallivelihoods",1
"4217","ruralmodernizationparadigm",1
"4218","ruralrevitalisation",1
"4219","ruralrevitalization",1
"4220","ruralrevitalizationnutrients",1
"4221","ruralsociety",1
"4222","ruraltechnology",1
"4223","ruraltourism",1
"4224","ruraltransition",1
"4225","ruralwomen’sopinion",1
"4226","sabinene",1
"4227","sabinenehydrate",1
"4228","sabinylacetate",1
"4229","saccharum",1
"4230","sacredsites",1
"4231","sales",1
"4232","saline",1
"4233","salinesoil",1
"4234","salinitytolerance",1
"4235","salutogenesis",1
"4236","sampleselectionmodels",1
"4237","samplesize",1
"4238","sandyloam",1
"4239","sandysoil",1
"4240","sanitary",1
"4241","sapling",1
"4242","satellitealtimetry",1
"4243","satelliteimagery",1
"4244","satellites",1
"4245","savethechildren",1
"4246","scaffolds",1
"4247","scaleeffects",1
"4248","scales(weighinginstruments)",1
"4249","scenarioevaluation",1
"4250","schisandra",1
"4251","schisandrasphenanthera",1
"4252","scientificinstitutions",1
"4253","scientificresearches",1
"4254","scientometricanalysis",1
"4255","scuafmodel",1
"4256","seasonalintercropping",1
"4257","seasonality",1
"4258","seawater",1
"4259","sechiumedule",1
"4260","secondarysuccession",1
"4261","secondarysuccession(community)",1
"4262","securityofdata",1
"4263","sedimentation",1
"4264","sediments",1
"4265","sedimenttransport",1
"4266","seebedpreparation",1
"4267","seed-savers",1
"4268","seedcleaning",1
"4269","seeddrying",1
"4270","seedexchangenetworks",1
"4271","seedfilling",1
"4272","seedfillingprocess",1
"4273","seeding",1
"4274","seedlinggrowth",1
"4275","seedlings",1
"4276","seedminerals",1
"4277","seedplottechnique",1
"4278","seedpotato",1
"4279","seedpriming",1
"4280","seedprotein",1
"4281","seedreplacementrates(srrs)",1
"4282","seedsaving",1
"4283","seedset",1
"4284","seedsystems",1
"4285","seedthreshing",1
"4286","segmentation",1
"4287","selenium",1
"4288","selenium-richgrape",1
"4289","self-relianceongrain",1
"4290","selling",1
"4291","semi-arid",1
"4292","senna",1
"4293","sennasiamea",1
"4294","sensor",1
"4295","sensormesh",1
"4296","sensoryappraisal",1
"4297","sensoryperception",1
"4298","sepalphotosynthesis",1
"4299","sequence",1
"4300","sequestration(chemistry)",1
"4301","sericulture",1
"4302","seseli",1
"4303","sesframework",1
